,Unnamed: 0,사이트,검색 키워드,기업이름,포지션이름,포지션이름 전처리,마감일,상시 채용 여부,경력_min,경력_max,학력,학력 세부정보,제출서류,채용절차,채용형태_전처리,근무시간,근무장소 시,근무장소 구,근무형태,Hard Skill,Soft Skill,Tool,hard plus,soft plus,tool plus,산업군 전처리,설립,사원 수,기업 평균 연봉,기업 유형 전처리,기업 유형 전처리 _세부,매출액,Unnamed: 32,접수방법,총점,복지 및 급여,업무와 삶의 균형,사내문화,승진 기회,경영진,기업추천율,CEO 지지율,성장 가능성,하이라이트+태그,퇴사,입사,링크,sql,Python,r,R,tableau,powerbi,aws,kubernetes,kaflka,keras,nlp,pytorch,redash,streamlit,lookerstudio,devops,hadoop,bigquery,spark,hive,firebase,snowflake,databricks,airflow,GA
26,26,원티드,데이터분석가,알티엠,seniordatascientist(이미지데이터),데이터사이언티스트,상시채용,1,5,12,"관련석사,박사","컴퓨터비전,영상처리,딥러닝",999,999,정규직,999,서울,강남,999,"컴퓨터비전,영상처리,딥러닝,머신러닝,모델링","프로젝트관리,프로덕트관리,리더십,커뮤니케이션,협업능력,경력2년","python,tensorflow,keras,pytorch",문서활용,"협업능력,커뮤니케이션",999,제조,2018,45,"6,718",중소기업,999,10.8억,nan,999,999.0,999.0,999.0,999.0,999.0,999.0,999,999,999,"연봉업계평균이상,일한만큼받는보상,수평적인기업문화,커피

간식

스타트업

스톡옵션

식비

복지포인트

인공지능

연봉상위11~20%

50명이하

설립4~9년

퇴사율5%이하

중식제공

주35시간

it,컨텐츠",26,8,https://www.wanted.co.kr/wd/180586,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,27,원티드,데이터분석가,펑타이그레이터차이나(피티코리아),cx데이터분석/운영,데이터분석가,2024.4.23,1,2,11,학사,nan,999,-서류합격여부통보:지원서순차적확인후개별통보,정규직,선택적시간근무제(코어타임),서울,강남,999,"엑셀,데이터분석","분석적사고,영어로소통,커뮤니케이션,인사이트도출,학사","sql,ecxel","리서치,데이터분석,통계,대시보드구축","리서치/분석경험,관련전공","python,sql,excel,vba",마케팅,2000,685,"4,669",중소기업,999,"940억5,063만원",nan,999,3.2,2.9,3.0,3.5,2.8,2.6,54,55,24,"연봉업계평균이상,지속성장중인기업,일한만큼받는보상
,건강검진

교육비

성과급

복지포인트

통신비

연봉업계평균이상

인원급성장

301~1,000명

설립10년이상

it,컨텐츠",320,400,https://www.wanted.co.kr/wd/215426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,28,원티드,데이터분석가,몰로코,seniordatascientist-adsperformance,데이터사이언티스트,상시채용,1,3,20,관련학사,"통계,운영연구,생물정보학,경제학,전산생물학,컴퓨터과학,수학,물리학,전기공학,산업공학",999,999,정규직,완전자율출퇴근제,서울,강남,999,"통계,실험설계,가설검정,회귀,선형회귀,모델링,머신러닝알고리즘,딥러닝,랜덤포레스트,그래디언트부스팅트리,k-평균클러스터링,sql,pandas,dplyr,통계,데이터분석,유효성검사,데이터베이스,빅데이터,","문제정의,인사이트도출,액션도출,커뮤니케이션,결과해석,긍정적인관계구축,협업능력,통계학/운영연구/생물정보학/경제학/계산생물학/컴퓨터과학/수학/물리학/전기공학/산업공학전공,경력3년","python,r,sql,pandas,dplyr","프로젝트경험,데이터분석","리더십,자기주도적,지도력,학습의지,창의력,프로젝트관리,방향성,멀티태스킹,관련전공,석사,박사",999,응용소프트웨어개발,2014,145,"8,351",중소기업,999,"376억3,173만원",nan,999,4.4,4.3,3.6,3.9,3.9,4.1,91,100,100,"재택근무,자기계발

재택근무

통신비

it,컨텐츠",39,39,https://www.wanted.co.kr/wd/191088,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,29,원티드,데이터분석가,쿠팡,"senior/staff,datascientist(scm)",데이터사이언티스트,상시채용,1,5,20,관련학사,"컴퓨터과학,공학,수학",999,1.서류전형＞1차면접＞2차면접＞처우협의,정규직,999,서울,송파,999,"데이터추출,데이터분석,통계,모델링,통계모델링,딥러닝,ml솔루션호스팅,배포,다항로지스틱회귀","커뮤니케이션,경험공유,컴퓨터공학/수학학사,경력6년",없음,"클라우드환경,통계,통계적분석,생성형ai,ai개발,데이터분석,데이터사이언스,빅데이터","관련전공,석사,박사,모델배포경험","aws,awsredshift,s3,ec2,glue",이커머스,2013,10485,"4,898",대기업,999,"30조6,640억300만원",nan,999,3.2,3.0,3.1,3.2,2.8,2.7,47,57,43,"연봉업계평균이상,수평적인기업문화,퇴사율10%이하,스타트업

연봉업계평균이상

10,001명이상

설립10년이상

퇴사율5%이하

it,컨텐츠",12878,5708,https://www.wanted.co.kr/wd/213223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,30,원티드,데이터분석가,센트비,[corporatedevelopment]dataanalyst,데이터분석가,상시채용,1,3,8,999,nan,999,999,정규직,999,서울,강남,999,"데이터분석,모바일서비스데이터,코호트분석,retention,clv","커뮤니케이션,영어로소통,인사이트도출","sql,python,tableau,redash","데이터마트설계,데이터마트,데이터파이프라인구축",회계/재무지식,999,금융,2015,110,"5,331",스타트업,999,46.9억원,nan,999,2.9,2.9,3.1,3.3,2.8,2.6,43,57,36,"연봉업계평균이상,지속성장중인기업,요즘뜨는산업,간식

자기계발

동호회

핀테크

연봉업계평균이상

인원급성장

51~300명

설립4~9년

금융",9,17,https://www.wanted.co.kr/wd/213508,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31,31,원티드,데이터분석가,몰로코,senior/staffdatascientist-growthanalytics,데이터사이언티스트,상시채용,1,5,20,석사,nan,999,999,정규직,999,서울,강남,999,"통계,실험설계,가설검정,회귀분석,시계열분석,지표설정,비즈니스분석,데이터사이언스","커뮤니케이션,프로젝트관리,우선순위설정,협업능력,경력5년,석사학위,교차문화적파트에대한이해,영어로소통,멀티테스킹능력,트렌드","python,sql","빅데이터,데이터추출,데이터분석,통계,통계분석","프로젝트관리,문제해결능력,문제정의,창의력,인사이트도출,지도력,자기주도적,학습의지,고객중심사고,관련전공,박사,멀티태스킹",999,응용소프트웨어개발,2014,145,"8,351",중소기업,999,"376억3,173만원",nan,999,4.4,4.3,3.6,3.9,3.9,4.1,91,100,100,"재택근무,자기계발

재택근무

통신비

it,컨텐츠",39,39,https://www.wanted.co.kr/wd/189666,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,32,"원티드,사람인",데이터분석가,메이크스타,seniordataanalyst,데이터분석가,상시채용,1,5,15,학력무관,nan,"이력서,자기소개서",서류전형>직무면접>컬쳐면접>최종합격>처우협의>입사,정규직,주5일(월~금)탄력근무제,서울,강남,999,"데이터분석,funnel분석,코호트분석,clv,retention,서비스데이터분석,데이터시각화,데이터추출,데이터가공,대시보드구축","커뮤니케이션,경력5년","sql,tableau,bi,googlebigquery,googlecloudstorage,googlecloudsqlforpostgresql,amazonauroramysql,googleanalytics4,googletagmanager,apacheairflow,redash,grafana",데이터분석,"커뮤니케이션,학구심,협업능력,자기주도적","python,r",엔터테인먼트,2015,93,"4,456",스타트업,999,297.2억,nan,점핏에서지원,2.8,2.4,2.9,2.8,2.7,2.4,38,50,42,"지속성장중인기업,수평적인기업문화,커피

간식

스타트업

인원급성장

51~300명

설립4~9년

it,컨텐츠",42,66,https://www.wanted.co.kr/wd/203288,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
33,33,원티드,데이터분석가,미트박스글로벌,데이터분석(팀장급),데이터분석가,상시채용,1,10,15,[우대]관련석사,"통계,산업공학,컴퓨터공학",999,서류전형＞1차면접＞2차면접＞처우협의＞입사,정규직,999,서울,강남,999,"데이터분석,데이터사이언스,데이터추출,데이터정제,모델링,예측모델,시스템구축","팀리딩,커뮤니케이션,경력10년","sql,python,r","데이터가공,데이터웨어하우스설계,데이터마트설계,데이터레이크설계,머신러닝,딥러닝,클라우드환경,플랫폼","클라우드환경실무경험,관련전공,석사,프로젝트경험",aws,유통,2014,80,"5,266",중소기업,999,"669억1,370만원",nan,999,2.6,2.7,3.2,2.4,2.4,2.1,24,31,20,"다양한근무지원제도운영,커피

음료

건강검진

택시비

식비

노트북

it,컨텐츠",30,39,https://www.wanted.co.kr/wd/198520,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,34,"원티드,사람인",데이터분석가,인터엑스,"데이터분석(시계열데이터분석,datascientist)","데이터분석가,데이터사이언티스트",상시채용,1,2,5,학력무관,nan,이력서,서류전형-＞사전검증(필요시)-＞1차인터뷰(코딩테스트)-＞2차인터뷰(필요시)-＞정식입사(온보딩),정규직,999,울산,중,999,"머신러닝,딥러닝,모델링,prediction,anomalydetection,classification,","주도적,책임감,문제해결능력,문제정의,트렌드,llm에대한관심","python,tensorflow,pytorch,pandas,matplotlib","머신러닝,딥러닝,알고리즘,이미지데이터,영상데이터,시계열데이터,모델링","논문및특허작성경험,프로젝트경험,논문적용,관련전공",999,제조,2020,90,"4,778",중소기업,999,121억8441만원,nan,점핏에서지원,2.3,2.3,2.9,2.6,2.2,1.9,19,26,30,"연봉업계평균이상,지속성장중인기업,수평적인기업문화,스터디지원

택시비

스타트업

동호회

인공지능

연봉업계평균이상

인원급성장

51~300명

설립4~9년

it,컨텐츠",24,47,https://www.wanted.co.kr/wd/192214,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,35,원티드,데이터분석가,넛지헬스케어(캐시워크),데이터분석가(병역특례_현역/보충역),데이터분석가,상시채용,1,0,0,999,nan,999,서류전형-＞코딩테스트-＞1차인터뷰-＞처우협의및최종합격,정규직,999,서울,강남,999,없음,없음,없음,999,관련전공,999,건강,2016,206,"3,945",벤처기업,비상장,"613억1,855만원",nan,999,2.4,2.6,3.5,2.4,2.5,2.0,27,30,27,"지속성장중인기업,수평적인기업문화,다양한근무지원제도운영,음료

야근없음

스타트업

복지포인트

인원급성장

51~300명

설립4~9년

it,컨텐츠",56,105,https://www.wanted.co.kr/wd/180914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,36,"원티드,사람인",데이터분석가,롯데정보통신,[data&ai사업팀]datascientist,데이터사이언티스트,상시채용,1,9,12,대졸(4년),nan,이력서,"지원서접수서류전형직무테스트/인성진단(온라인)면접전형평판조희채용검진최종합격
▷직무테스트/인성진단
-직무테스트:온라인코딩테스트등실시예정
-인성진단방식:온라인진단▷면접전형
-1차면접:역량면접
-2차면접:인성면접
-1차면접합격자대상으로2차면접안내예정
※면접유형및방식은향후변경될수있습니다.•해외여행및건강상결격사유가없는분
•4년제학사학위보유필수
•병역필혹은면제자",정규직,선택적근무시간제,서울,금천,999,"데이터분석,분석설계,데이터진단,모델링","문제정의,방향성제시",없음,글로벌컨설팅경험,"분석방법론,신기술적용,경력",999,응용소프트웨어개발,2017,2808,"7,100",대기업,999,9125.9억,nan,"사람인지원,점핏에서지원",2.7,2.6,3.1,2.6,2.7,2.2,30,35,12,"퇴사율10%이하,다양한근무지원제도운영,자유로운휴가,어린이집

건강검진

단체보험

유연근무

복지포인트

1,001~10,000명

설립4~9년

퇴사율5%이하

육아휴직

출산휴가

it,컨텐츠",322,246,https://www.wanted.co.kr/wd/213442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,37,원티드,데이터분석가,쿠팡,"staff,dataanalyst(eatsstrategy)",데이터분석가,상시채용,1,6,20,[우대]관련학사,"finance,economics,statistics",999,"1.서류전형(영문이력서필수)-1차면접(온라인)-2차면접(온라인)-최종합격
2.전형절차는직무별로다르게운영될수있으며,일정및상황에따라변동될수있습니다.
3.전형일정및결과는지원서에등록하신이메일로개별안내드립니다.",정규직,999,서울,강남,999,"비즈니스분석,데이터분석,데이터사이언스,fp&a,모델링,차원모델링,빅데이터,데이터시각화,통계","분석적사고,디테일,비즈니스감각,효율적,빠르고역동적인환경,멀티테스킹역량,학사,경력5~8년","sql,hql,etl,excel,tableau,powerbi","이커머스,음식배달업계,it산업,데이터분석","관련전공,석사,박사,mba,스타트업경험,팀리딩",python,이커머스,2013,10485,"4,898",대기업,999,"30조6,640억300만원",nan,999,3.2,3.0,3.1,3.2,2.8,2.7,47,57,43,"연봉업계평균이상,수평적인기업문화,퇴사율10%이하,스타트업

연봉업계평균이상

10,001명이상

설립10년이상

퇴사율5%이하

it,컨텐츠",12878,5708,https://www.wanted.co.kr/wd/196128,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,38,원티드,데이터분석가,하쿠호도제일,데이터분석가(팀장급),데이터분석가,상시채용,1,6,8,대졸(4년),nan,999,999,정규직,999,서울,마포,999,"데이터분석,광고관련업종","논리적사고,학사,경력6년",없음,"app/web서비스데이터,ltv,aarrr,코호트분석,funnel분석,온라인광고,데이터분석,클라우드환경,분류분석,모델링,머신러닝,딥러닝,사용자행동로그,데이터수집,데이터가공,프로그래밍언어,플랫폼기획","인사이트도출,액션도출,it경험,dt경험,커뮤니케이션,협업능력,온라인광고기술에대한이해,cdp경험","aws,gcp,salesforce,python,sql",마케팅,1989,46,"6,750",중견기업,999,"182억2,543만원",nan,999,2.6,2.6,2.1,2.7,2.9,2.3,37,34,9,"연봉업계평균이상,수평적인기업문화,퇴사율10%이하,건강검진

교육비

연봉상위11~20%

50명이하

설립10년이상

퇴사율5%이하

워크샵

it,컨텐츠",18,18,https://www.wanted.co.kr/wd/200700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,39,원티드,데이터분석가,쿠팡,staffdataengineer/datascientist(s&op,"데이터엔지니어,데이터사이언티스트",상시채용,1,8,20,관련학사,"공학,수학",999,서류전형-전화면접-대면(화상)면접–최종합격,정규직,999,서울,송파,999,"코딩경험,대시보드구축,데이터파이프라인구축,시스템확장","문제정의,커뮤니케이션,자기주도성,혁신성,문제해결,책임감,공학/수학학위,협업능력,긍정적인관계구축","python,r,hive,powerbi,tableau,rshiny","대용량데이터분산처리,데이터베이스,bi,대시보드구축,자동화,전자상거래,공급망분석,공급망설계,데이터분석,데이터파이프라인구축","인사이트도출,문제정의,문제해결능력,창의력,방향성,스타트업경험,협업능력,커뮤니케이션","aws,python,sql",이커머스,2013,10485,"4,898",대기업,999,"30조6,640억300만원",nan,999,3.2,3.0,3.1,3.2,2.8,2.7,47,57,43,"연봉업계평균이상,수평적인기업문화,퇴사율10%이하,스타트업

연봉업계평균이상

10,001명이상

설립10년이상

퇴사율5%이하

it,컨텐츠",12878,5708,https://www.wanted.co.kr/wd/206163,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,40,원티드,데이터분석가,버킷플레이스(오늘의집),seniordataanalyst(frontproduct),데이터분석가,상시채용,1,7,10,999,nan,"•지원서류:자유양식의이력서(필수),포트폴리오및커버레터(선택)/pdf형식권장
-연봉,신체정보,가족사항및주민번호등의민감한개인정보는제외부탁드립니다.",•진행절차:서류전형＞sqltest＞직무인터뷰＞조직문화인터뷰＞처우협의＞최종합격,정규직,999,서울,서초,999,"데이터분석,,빅데이터,지표설계,커머스데이터,로그데이터","팀리딩,프로젝트관리,논리적사고,분석적사고,문제정의,가설검증,인사이트도출,의사결정능력,경력7년","sql,python,hadoop,spark,presto","a/b테스트,지표설계,이커머스,컨텐츠플랫폼,프로덕트분석",999,"awsathena,emr,hive,presto,jupyter,airflow,tableau",가전,2014,659,"5,813",스타트업,999,1176.2억,nan,999,3.8,3.4,2.7,4.0,3.3,3.6,70,86,63,"연봉업계평균이상,지속성장중인기업,일한만큼받는보상,사내카페

과일

건강검진

단체보험

재택근무

스타트업

스톡옵션

리프레시휴가

연봉상위11~20%

인원급성장

301~1,000명

설립10년이상

퇴사율5%이하

누적투자100억이상

it,컨텐츠",195,223,https://www.wanted.co.kr/wd/164397,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
